kmeans_k,kmeans_r,birch,minibatch,spectral_k,spectral_d,agg_w,agg_cl,agg_al
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,34,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
16,34,0,32,10,33,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,1,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,2,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,1,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
16,34,0,32,10,33,2,7,0
4,7,0,4,43,10,22,1,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,34,0,4,43,10,2,7,0
4,7,0,4,43,10,22,1,17
4,34,0,4,43,10,2,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,2,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,2,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,2,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,1,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,2,7,0
4,7,0,4,43,10,22,7,0
16,34,3,32,10,33,2,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,34,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,2,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,1,17
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,1,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,34,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,1,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,2,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,2,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,34,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
4,7,0,4,43,10,22,7,0
16,34,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,0,32,10,33,2,7,0
4,34,0,4,43,10,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,38,0,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
4,34,0,4,43,10,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,0,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,0,32,10,33,2,7,0
16,38,3,32,10,24,11,7,0
16,34,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,0,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,0,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,0,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,0,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,0,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,0,32,10,33,2,7,0
16,38,0,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,31,47
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,0,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,0,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,0,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,0,32,10,33,2,7,0
16,38,0,32,10,33,2,7,0
16,34,0,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,0,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
4,34,0,4,43,10,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,0,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,38,3,32,10,33,2,7,0
16,34,3,32,10,33,2,7,0
16,34,0,4,10,33,2,7,0
16,38,3,32,10,33,2,7,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,0,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,46,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,38,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,0,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,0,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,0,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,0,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,34,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,38,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,1,7,13,15,35,34,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,1,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,46,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,0,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
39,40,1,34,44,38,0,1,0
32,9,1,7,44,38,0,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,0,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,0,1,0
32,9,0,7,13,15,35,21,11
32,9,0,7,13,15,35,1,0
32,9,0,7,13,15,35,21,0
39,40,1,34,44,38,0,1,0
39,40,1,34,44,38,0,1,0
39,40,1,34,44,38,0,1,0
39,40,1,34,44,38,0,1,0
39,40,1,34,44,38,0,1,0
39,40,1,34,44,38,0,1,0
39,40,1,34,44,38,0,1,0
39,40,1,34,44,38,0,1,0
39,40,1,34,44,38,0,1,0
39,40,1,34,44,38,0,1,0
39,40,1,34,44,38,0,1,0
39,40,1,34,44,38,0,1,0
39,40,1,34,44,38,0,1,0
39,40,1,34,44,38,0,1,0
39,40,1,34,44,38,0,1,0
39,40,1,34,44,38,0,1,0
39,40,1,34,44,38,0,1,0
39,40,1,34,44,38,0,1,0
39,40,1,34,44,38,10,1,0
39,40,1,34,44,38,0,1,0
39,40,1,34,44,38,0,1,0
39,40,1,34,44,38,0,1,0
